doc,w,z,word
10901,135,6,medier
10901,326,7,sin
10901,1596,0,telefon
10901,476,6,arbetar
10902,1086,0,centrala
10902,633,2,demokratiska
10902,900,2,institutioner
10902,670,6,såsom
10902,629,0,fria
10902,135,5,medier
10902,7,0,det
10902,629,9,fria
10902,25,6,och
10903,1348,4,mångfald
10903,495,4,starka
10903,25,4,och
10903,880,2,oberoende
10903,135,0,medier
10903,558,0,hela
10903,617,4,landet
10904,51,4,inte
10904,819,1,alls
10904,73,3,hur
10904,879,4,etablerade
10904,135,3,medier
10904,28,2,har
10904,730,4,svårt
10904,6,5,att
10904,317,5,hålla
10904,145,4,sig
10905,299,6,fått
10905,948,4,spridning
10905,143,9,vissa
10905,830,7,sociala
10905,135,8,medier
10905,801,4,dock
10905,51,4,inte
10905,370,6,sverige
10905,999,8,förutom
10906,38,0,som
10906,837,9,ska
10906,354,9,upp
10906,830,3,sociala
10906,135,4,medier
10906,25,9,och
10906,7,0,det
10906,38,9,som
10906,941,4,lite
10906,606,2,brett
10907,941,0,lite
10907,606,0,brett
10907,825,8,kallas
10907,46,0,för
10907,1584,9,alternativa
10907,135,9,medier
10907,640,8,kanske
10907,7,0,det
10907,1225,6,verkar
10907,38,0,som
10908,948,3,spridning
10908,842,0,internet
10908,172,0,via
10908,830,3,sociala
10908,135,0,medier
10908,167,3,med
10908,7,3,det
10908,162,1,vill
10908,98,3,jag
10908,1624,3,bestämt
10909,28,9,har
10909,115,2,kunnat
10909,135,3,medier
10909,38,6,som
10909,837,6,ska
10910,25,8,och
10910,830,4,sociala
10910,135,8,medier
10910,7,2,det
10910,50,3,finns
10910,801,4,dock
10910,342,6,ingen
10910,852,6,forskning
10911,1643,0,tacka
10911,73,3,hur
10911,1406,3,ministern
10911,136,3,ser
10911,526,0,mediernas
10911,271,0,roll
10911,215,7,var
10911,530,3,nästan
10912,7,9,det
10912,162,9,vill
10912,227,9,säga
10912,241,9,våra
10912,629,9,fria
10912,135,9,medier
10912,7,0,det
10912,1038,0,ligger
10912,413,9,deras
10913,1569,1,danska
10913,1050,0,ledande
10913,571,4,företrädare
10913,1569,1,danska
10913,135,3,medier
10913,1583,8,återkommande
10913,28,3,har
10913,275,2,använt
10913,14,8,ett
10913,1538,5,ord
10914,167,9,med
10914,495,0,starka
10914,235,0,uttalanden
10914,135,6,medier
10914,202,8,eller
10914,1539,6,twitter
10914,79,1,utan
10914,7,7,det
10915,6,1,att
10915,584,2,därför
10915,6,9,att
10915,7,1,det
10915,874,1,mediala
10915,1719,1,trycket
10915,1223,1,ökade
10915,7,1,det
10916,179,7,redan
10916,161,6,dag
10916,629,5,fria
10916,135,3,medier
10916,25,6,och
10916,29,5,där
10916,28,3,har
10916,54,5,den
10916,629,7,fria
10917,1136,1,kritiskt
10917,187,1,information
10917,11,6,olika
10917,135,4,medier
10917,25,4,och
10917,1308,7,skolverket
10917,28,1,har
10917,286,1,vidare
10918,7,6,det
10918,517,8,bra
10918,6,2,att
10918,3,7,massmedia
10918,105,7,något
10918,7,7,det
10918,383,7,allra
10919,25,5,och
10919,3,5,massmedia
10919,28,5,har
10919,14,5,ett
10919,253,8,stort
10920,28,7,har
10920,7,7,det
10920,541,4,massmediala
10920,7,7,det
10920,38,7,som
10920,99,7,man
10921,191,2,mycket
10921,946,2,mindre
10921,7,7,det
10921,541,5,massmediala
10921,38,2,som
10921,46,8,för
10922,964,5,runt
10922,442,2,alla
10922,245,2,massmedier
10922,119,5,under
10922,558,4,hela
10922,38,0,som
10923,419,5,informationen
10923,405,5,varit
10923,122,5,ganska
10923,20,7,när
10923,3,7,massmedia
10923,7,2,det
10923,28,5,har
10923,98,5,jag
10923,14,5,ett
10924,1039,5,informera
10924,172,5,via
10924,196,8,pressen
10924,25,3,och
10924,113,3,andra
10924,3,2,massmedia
10924,7,2,det
10924,826,6,direkt
10924,1630,5,riktad
10925,80,6,också
10925,654,6,kommit
10925,142,7,till
10925,555,5,uttryck
10925,3,2,massmedia
10925,25,6,och
10925,98,8,jag
10925,28,2,har
10925,51,8,inte
10925,254,5,sett
10926,7,7,det
10926,1386,7,intressanta
10926,25,6,och
10926,7,2,det
10926,3,0,massmedia
10926,25,0,och
10926,375,6,tidningarna
10926,28,2,har
10926,979,0,skrivit
10927,1779,8,sovjetunionen
10927,28,8,har
10927,1,3,enligt
10927,2,8,uppgifter
10927,3,8,massmedia
10927,918,8,klart
10927,1691,3,sämre
10927,54,3,den
10928,28,2,har
10928,299,1,fått
10928,191,5,mycket
10928,904,5,aktiva
10928,3,5,massmedia
10928,52,1,visserligen
10928,3,8,massmedia
10928,38,2,som
10928,476,5,arbetar
10928,167,1,med
10929,299,6,fått
10929,191,2,mycket
10929,904,2,aktiva
10929,3,1,massmedia
10929,52,1,visserligen
10929,3,4,massmedia
10929,38,4,som
10929,476,6,arbetar
10929,167,9,med
10929,25,5,och
10930,536,9,skydda
10930,54,2,den
10930,85,8,men
10930,80,3,också
10930,3,2,massmedia
10930,38,6,som
10930,861,8,visar
10930,14,9,ett
10930,33,2,intresse
10931,432,3,hos
10931,1693,0,opinionsbildande
10931,3,4,massmedia
10931,25,4,och
10931,290,5,även
10931,113,8,andra
10931,3,2,massmedia
10931,51,8,inte
10932,1693,8,opinionsbildande
10932,3,3,massmedia
10932,25,3,och
10932,290,8,även
10932,113,3,andra
10932,3,3,massmedia
10932,51,1,inte
10932,98,8,jag
10932,162,8,vill
10933,758,6,förhållanden
10933,142,5,till
10933,3,5,massmedia
10933,332,2,meddelarfriheten
10933,379,5,alltså
10934,86,1,ändå
10934,657,9,viktigt
10934,6,7,att
10934,6,0,att
10934,3,1,massmedia
10934,51,9,inte
10934,6,5,att
10934,1570,5,publicera
10935,657,9,viktigt
10935,6,1,att
10935,3,8,massmedia
10935,51,2,inte
10935,189,6,får
10935,1071,7,sådan
10935,187,1,information
10935,38,9,som
10936,6,1,att
10936,304,1,inslag
10936,3,9,massmedia
10936,28,1,har
10936,7,1,det
10936,843,7,veckan
10937,25,4,och
10937,38,9,som
10937,1170,1,redovisas
10937,3,3,massmedia
10937,17,1,detta
10937,364,4,skall
10937,9,1,kunna
10937,676,0,ske
10937,79,4,utan
10938,601,8,uppfattningen
10938,20,8,när
10938,7,7,det
10938,21,7,gäller
10938,541,8,massmediala
10938,83,8,frågorna
10938,1453,9,pornografi
10938,701,6,våld
10938,25,8,och
10939,299,5,fått
10939,122,2,ganska
10939,822,9,starkt
10939,435,4,genomslag
10939,3,2,massmedia
10939,414,3,samhället
10939,43,8,måste
10939,438,3,sitt
10940,25,2,och
10940,1001,2,kontroll
10940,34,3,från
10940,120,7,massmediernas
10940,25,6,och
10940,1003,7,vanliga
10940,36,2,sida
10940,137,0,vilket
10941,1779,1,sovjetunionen
10941,28,1,har
10941,1,4,enligt
10941,2,3,uppgifter
10941,3,1,massmedia
10941,918,1,klart
10941,1691,3,sämre
10941,54,2,den
10942,1534,4,lämnats
10942,167,4,med
10942,267,4,problemen
10942,20,4,när
10942,3,3,massmedia
10942,386,3,både
10942,25,4,och
10942,1392,9,kritiserat
10943,129,0,stora
10943,25,0,och
10943,51,7,inte
10943,128,0,minst
10943,3,0,massmedia
10943,182,4,efter
10943,6,0,att
10943,993,1,grupp
10943,702,6,forskare
10944,224,7,inför
10944,558,5,hela
10944,193,4,svenska
10944,1270,2,folket
10944,71,4,genom
10944,3,4,massmedia
10944,29,2,där
10944,432,2,hos
10945,215,8,var
10945,3,7,massmedia
10945,1603,3,socialdemokraterna
10945,103,0,helt
10946,340,1,kvinnor
10946,25,3,och
10946,113,3,andra
10946,3,3,massmedia
10947,509,7,komma
10947,6,1,att
10947,46,6,för
10947,113,9,andra
10947,135,6,medier
10947,1627,7,folkpartiet
10947,25,6,och
10947,1491,6,moderaterna
10947,262,7,anser
10947,51,4,inte
10948,226,6,mig
10948,25,1,och
10948,51,1,inte
10948,3,2,massmedia
10948,28,1,har
10948,1210,8,givit
10948,656,1,felaktiga
10948,2,1,uppgifter
10949,719,4,reklam
10949,11,3,olika
10949,135,3,medier
10949,25,4,och
10949,119,3,under
10949,442,7,alla
10949,1183,3,förutsättningar
10949,16,3,just
10950,80,4,också
10950,1119,1,utomordentligt
10950,1184,6,angeläget
10950,6,6,att
10950,3,2,massmedia
10950,126,6,kan
10950,983,6,verka
10950,815,6,sydafrika
10950,25,0,och
10951,1481,3,utländska
10951,35,3,massmedias
10951,237,3,ytterligare
10951,14,1,ett
10952,6,7,att
10952,43,5,måste
10952,51,1,inte
10952,3,2,massmedia
10952,983,5,verka
10952,288,7,fritt
10952,815,5,sydafrika
10953,46,7,för
10953,211,7,uppmärksamhet
10953,34,4,från
10953,35,3,massmedias
10953,36,7,sida
10953,98,7,jag
10953,6,3,att
10954,28,5,har
10954,57,2,cirkulerat
10954,1594,4,rykten
10954,64,1,bla
10954,3,1,massmedia
10954,1371,1,låt
10954,226,1,mig
10954,498,1,tillfälle
10954,6,6,att
10955,197,7,exempel
10955,38,4,som
10955,28,4,har
10955,3,7,massmedia
10955,119,1,under
10955,54,1,den
10955,26,5,senaste
10955,358,9,tiden
10955,7,9,det
10956,1583,1,återkommande
10956,25,4,och
10956,717,2,förmedlas
10956,11,6,olika
10956,135,5,medier
10956,364,4,skall
10956,25,4,och
10957,7,6,det
10957,81,9,press
10957,25,5,och
10957,3,6,massmedia
10957,38,6,som
10957,1133,9,skapar
10957,81,5,press
10957,554,7,politikerna
10958,133,3,blir
10958,260,9,debatt
10958,193,3,svenska
10958,3,8,massmedia
10958,38,7,som
10958,861,3,visar
10959,1609,3,återigen
10959,182,5,efter
10959,34,0,från
10959,3,8,massmedia
10959,85,8,men
10959,51,9,inte
10959,34,6,från
10959,1273,9,verkligheten
10959,1340,3,dvs
10960,632,6,hot
10960,6,5,att
10960,3,0,massmedia
10960,17,0,detta
10961,7,5,det
10961,14,9,ett
10961,1555,5,missförstånd
10961,3,5,massmedia
10961,6,5,att
10961,71,5,genom
10961,7,4,det
10961,82,5,här
10962,1751,0,säkerställa
10962,6,7,att
10962,33,4,intresse
10962,327,7,mediet
10962,133,9,blir
10962,1243,2,tillgängligt
10962,46,0,för
10962,1267,6,användning
10963,46,9,för
10963,241,2,våra
10963,3,4,massmedia
10963,364,7,skall
10963,247,3,vara
10963,1352,9,självständiga
10963,25,4,och
10963,9,1,kunna
10964,7,8,det
10964,28,2,har
10964,3,2,massmedia
10965,1361,6,fackliga
10965,716,6,dagligen
10965,652,6,förmedlar
10965,3,6,massmedia
10965,235,3,uttalanden
10965,34,6,från
10965,1361,6,fackliga
10965,614,6,ledare
10965,25,5,och
10966,25,9,och
10966,28,9,har
10966,3,3,massmedia
10966,995,6,rapporterat
10966,195,1,vad
10966,34,3,från
10967,1,8,enligt
10967,2,9,uppgifter
10967,3,3,massmedia
10967,28,4,har
10967,1050,8,ledande
10967,571,4,företrädare
10967,46,0,för
10967,475,3,regeringen
10968,38,7,som
10968,3,1,massmedia
10968,54,2,den
10968,1148,8,maj
10968,1,4,enligt
10968,2,2,uppgifter
10969,38,8,som
10969,28,1,har
10969,1534,1,lämnats
10969,172,1,via
10969,3,8,massmedia
10969,711,1,självfallet
10969,643,1,utgår
10969,34,1,från
10969,6,1,att
10970,25,3,och
10970,112,5,tidningar
10970,25,7,och
10970,3,3,massmedia
10970,28,7,har
10970,1008,7,bilden
10970,72,2,blivit
10970,587,1,mer
10971,640,0,kanske
10971,80,1,också
10971,54,2,den
10971,107,1,bild
10971,38,0,som
10971,3,4,massmedia
10971,28,2,har
10971,576,1,gett
10971,137,1,vilket
10971,179,1,redan
10971,28,4,har
10972,158,2,sätt
10972,28,2,har
10972,654,7,kommit
10972,96,2,fram
10972,3,2,massmedia
10972,98,6,jag
10972,28,4,har
10972,86,4,ändå
10972,226,9,mig
10973,26,2,senaste
10973,358,1,tiden
10973,99,1,man
10973,28,9,har
10973,3,9,massmedia
10973,612,1,gång
10973,612,1,gång
10973,1020,9,bristen
10974,38,7,som
10974,28,2,har
10974,654,1,kommit
10974,96,1,fram
10974,3,2,massmedia
10974,531,3,rörande
10974,25,8,och
10974,30,6,han
10975,28,5,har
10975,670,5,såsom
10975,179,9,redan
10975,1656,5,redovisats
10975,3,5,massmedia
10975,1619,5,framfört
10976,426,1,därefter
10976,28,7,har
10976,58,9,media
10976,995,1,rapporterat
10976,6,1,att
10976,95,1,kommer
10977,6,1,att
10977,2,9,uppgifter
10977,392,9,förekommer
10977,3,9,massmedia
10977,6,7,att
10977,424,9,vid
10978,528,3,grund
10978,6,2,att
10978,7,4,det
10978,3,2,massmedia
10978,28,2,har
10978,144,2,förekommit
10979,294,8,dagarna
10979,28,8,har
10979,343,3,uppmärksammats
10979,3,8,massmedia
10979,195,8,vad
10979,208,8,frågan
10979,1449,4,ytterst
10979,21,6,gäller
10980,46,0,för
10980,71,0,genom
10980,3,7,massmedia
10980,80,0,också
10980,142,0,till
10980,6,0,att
10981,243,0,fel
10981,6,0,att
10981,38,2,som
10981,143,9,vissa
10981,245,6,massmedier
10981,28,4,har
10981,234,9,gjort
10981,54,4,den
10981,1186,5,utveckling
10982,587,3,mer
10982,187,3,information
10982,79,8,utan
10982,7,0,det
10982,3,4,massmedia
10982,195,6,vad
10982,7,7,det
10982,21,8,gäller
10983,419,2,informationen
10983,246,0,skulle
10983,711,1,självfallet
10983,142,0,till
10983,3,2,massmedia
10983,51,1,inte
10983,483,5,bara
10983,142,1,till
10983,168,0,politiker
10983,79,1,utan
10984,129,0,stora
10984,38,9,som
10984,49,9,små
10984,142,5,till
10984,3,4,massmedia
10984,46,0,för
10984,6,0,att
10984,9,9,kunna
10985,37,4,denna
10985,723,5,kammare
10985,25,1,och
10985,80,5,också
10985,3,1,massmedia
10985,352,5,vet
10985,6,7,att
10985,1491,5,moderaterna
10985,162,1,vill
10986,17,8,detta
10986,38,7,som
10986,28,3,har
10986,3,8,massmedia
10986,7,0,det
10986,37,1,denna
10986,242,4,fråga
10987,432,3,hos
10987,6,1,att
10987,3,1,massmedia
10987,979,4,skrivit
10987,39,1,enskilda
10988,1331,6,kommunerna
10988,516,6,organisationer
10988,1222,6,näringsliv
10988,25,9,och
10988,3,5,massmedia
10988,1293,6,fru
10988,564,9,talman
10988,674,6,samband
10988,167,3,med
10989,493,5,statsrådet
10989,28,2,har
10989,3,2,massmedia
10989,490,5,regeringens
10989,388,2,uppfattning
10989,6,5,att
10989,1347,3,fortsatt
10990,285,3,uppgiften
10990,1225,6,verkar
10990,3,5,massmedia
10990,28,7,har
10991,74,6,ofta
10991,260,2,debatt
10991,3,2,massmedia
10991,1264,4,syfte
10991,364,2,skall
10991,37,3,denna
10992,352,5,vet
10992,71,4,genom
10992,3,1,massmedia
10992,6,0,att
10992,28,5,har
10993,2,8,uppgifter
10993,3,3,massmedia
10993,743,3,korrekta
10993,38,3,som
10993,170,3,talar
10994,576,9,gett
10994,434,6,riktigt
10994,280,3,samma
10994,435,0,genomslag
10994,3,0,massmedia
10994,38,3,som
10994,143,1,vissa
10994,580,0,ärenden
10994,119,3,under
10995,515,4,speciella
10995,142,3,till
10995,46,2,för
10995,6,4,att
10995,3,2,massmedia
10995,364,2,skall
10995,167,3,med
10995,6,2,att
10996,290,5,även
10996,98,9,jag
10996,6,5,att
10996,3,5,massmedia
10996,349,8,gärna
10996,246,5,skulle
10996,6,5,att
10997,242,9,fråga
10997,7,9,det
10997,65,4,pågår
10997,3,5,massmedia
10997,148,9,bland
10997,149,4,allmänheten
10997,25,9,och
10997,168,9,politiker
10998,483,5,bara
10998,133,9,blir
10998,260,8,debatt
10998,3,0,massmedia
10998,7,0,det
10998,65,1,pågår
10998,14,8,ett
10998,337,8,arbete
10998,46,0,för
10999,242,1,fråga
10999,29,1,där
10999,1143,4,uppenbarligen
10999,1,1,enligt
10999,3,3,massmedia
10999,28,1,har
10999,11,1,olika
10999,388,9,uppfattning
10999,475,1,regeringen
11000,46,0,för
11000,105,5,något
11000,357,8,sedan
11000,120,6,massmediernas
11000,1307,8,inverkan
11000,74,7,ofta
11000,7,8,det
11001,2,7,uppgifter
11001,38,2,som
11001,3,2,massmedia
11001,11,4,olika
11002,172,3,via
11002,3,7,massmedia
11002,468,7,därmed
11002,54,0,den
11002,78,7,möjligheten
11003,257,8,främst
11003,432,3,hos
11003,149,1,allmänheten
11003,25,1,och
11003,3,8,massmedia
11003,151,8,mot
11003,37,1,denna
11003,494,1,bakgrund
11003,7,3,det
11004,168,0,politiker
11004,330,1,representanter
11004,46,4,för
11004,3,0,massmedia
11004,25,9,och
11004,113,4,andra
11004,38,9,som
11005,257,6,främst
11005,14,1,ett
11005,33,1,intresse
11005,46,0,för
11005,3,4,massmedia
11005,1179,6,nej
11005,1382,5,upplever
11006,6,0,att
11006,98,3,jag
11006,51,3,inte
11006,473,0,nämnde
11006,483,8,bara
11006,3,8,massmedia
11006,670,7,såsom
11006,197,3,exempel
11006,521,3,dem
11006,38,3,som
11007,187,1,information
11007,3,4,massmedia
11007,38,6,som
11007,1254,6,huvudsak
11007,1684,1,uttalar
11008,1,7,enligt
11008,3,2,massmedia
11008,6,2,att
11008,51,8,inte
11008,586,1,kunde
11008,1442,0,räkna
11009,748,0,område
11009,25,0,och
11009,7,8,det
11009,3,1,massmedia
11009,3,1,massmedia
11009,46,5,för
11009,1078,5,länge
11010,25,4,och
11010,7,0,det
11010,3,8,massmedia
11010,3,0,massmedia
11010,46,0,för
11010,1078,0,länge
11011,1508,9,krav
11011,103,0,helt
11011,113,6,andra
11011,534,0,slags
11011,135,8,medier
11011,135,6,medier
11011,173,9,egna
11011,814,0,händer
11012,103,0,helt
11012,113,5,andra
11012,534,5,slags
11012,135,0,medier
11012,135,0,medier
11012,173,2,egna
11012,814,0,händer
11012,135,2,medier
11013,135,6,medier
11013,173,0,egna
11013,814,0,händer
11013,135,0,medier
11013,38,2,som
11013,126,0,kan
11013,317,6,hålla
11013,927,6,samman
11014,82,0,här
11014,511,7,kammaren
11014,25,4,och
11014,38,0,som
11014,3,8,massmedia
11014,1694,7,visade
11014,253,7,stort
11014,33,7,intresse
11014,46,8,för
11015,30,7,han
11015,1066,5,gick
11015,3,2,massmedia
11015,25,3,och
11015,6,9,att
11016,1142,7,hel
11016,79,4,utan
11016,211,4,uppmärksamhet
11016,34,3,från
11016,3,2,massmedia
11016,25,6,och
11016,345,6,myndigheter
11016,98,8,jag
11016,97,2,tycker
11016,6,2,att
11017,25,2,och
11017,1663,7,igen
11017,3,7,massmedia
11017,85,7,men
11017,80,1,också
11017,444,7,ansvariga
11017,168,0,politiker
11018,54,7,den
11018,774,0,tidens
11018,3,7,massmedia
11018,765,7,synnerhet
11018,1145,3,före
11018,1448,7,valet
11018,28,7,har
11019,182,6,efter
11019,1448,0,valet
11019,3,4,massmedia
11019,11,4,olika
11019,25,7,och
11019,475,6,regeringen
11020,1620,9,pågick
11020,25,3,och
11020,882,4,fortfarande
11020,65,4,pågår
11020,3,4,massmedia
11020,28,4,har
11020,604,4,tyvärr
11021,151,1,mot
11021,494,1,bakgrund
11021,14,3,ett
11021,3,8,massmedia
11021,710,9,uppmärksammat
11021,0,8,fall
11021,111,1,frågat
11021,226,1,mig
11022,14,3,ett
11022,950,9,antal
11022,235,0,uttalanden
11022,3,3,massmedia
11022,25,5,och
11022,51,0,inte
11022,133,3,blir
11022,7,0,det
11022,610,3,bättre
11023,128,1,minst
11023,167,7,med
11023,1452,0,tanke
11023,54,7,den
11023,541,1,massmediala
11023,291,3,utvecklingen
11023,25,3,och
11023,7,1,det
11023,953,2,kulturella
11023,1211,0,utbud
11024,95,5,kommer
11024,6,5,att
11024,3,5,massmedia
11024,1157,5,världen
11024,156,1,över
11024,1150,9,riktar
11024,151,1,mot
11025,26,2,senaste
11025,294,2,dagarna
11025,28,2,har
11025,57,8,cirkulerat
11025,3,2,massmedia
11025,6,2,att
11025,51,2,inte
11025,246,2,skulle
11026,71,8,genom
11026,398,8,omfattande
11026,535,8,massmedial
11026,211,4,uppmärksamhet
11026,760,8,opinion
11026,38,8,som
11027,38,7,som
11027,28,0,har
11027,654,0,kommit
11027,96,8,fram
11027,3,1,massmedia
11027,262,7,anser
11027,6,4,att
11027,621,3,förslag
11028,1173,4,regeringskansliet
11028,208,5,frågan
11028,6,5,att
11028,3,9,massmedia
11028,995,7,rapporterat
11028,8,5,arbetet
11028,167,3,med
11028,7,1,det
11029,7,1,det
11029,51,1,inte
11029,483,1,bara
11029,3,8,massmedia
11029,38,6,som
11029,28,6,har
11029,705,1,diskuterat
11030,14,7,ett
11030,253,8,stort
11030,350,3,ansvar
11030,1682,3,faller
11030,3,3,massmedia
11030,46,4,för
11030,6,5,att
11030,54,1,den
11030,187,3,information
11030,38,3,som
11031,1,7,enligt
11031,749,4,min
11031,750,7,mening
11031,28,2,har
11031,3,2,massmedia
11031,347,4,flera
11031,0,1,fall
11032,6,5,att
11032,51,0,inte
11032,509,7,komma
11032,142,1,till
11032,35,5,massmedias
11032,25,1,och
11032,187,0,information
11033,167,9,med
11033,226,9,mig
11033,3,2,massmedia
11033,212,9,blev
11033,6,9,att
11033,475,2,regeringen
11034,977,3,precis
11034,38,3,som
11034,46,3,för
11034,113,3,andra
11034,245,6,massmedier
11034,6,1,att
11034,1651,8,sända
11034,189,8,får
11035,491,6,föranledd
11035,6,1,att
11035,71,1,genom
11035,3,8,massmedia
11035,28,8,har
11035,299,8,fått
11035,635,1,reda
11035,6,5,att
11036,208,9,frågan
11036,1,6,enligt
11036,3,3,massmedia
11036,98,3,jag
11036,1439,7,ber
11036,1402,3,utrikesministern
11036,200,3,lämna
11037,73,7,hur
11037,7,7,det
11037,3,2,massmedia
11037,156,7,över
11037,1043,7,huvud
11037,506,7,taget
11037,353,7,tar
11038,1333,5,fri
11038,260,9,debatt
11038,3,5,massmedia
11038,25,5,och
11038,167,9,med
11038,442,5,alla
11039,7,0,det
11039,28,6,har
11039,193,7,svenska
11039,3,2,massmedia
11039,25,2,och
11039,640,2,kanske
11039,193,8,svenska
11039,1762,6,officiella
11040,28,2,har
11040,826,8,direkt
11040,187,1,information
11040,1534,1,lämnats
11040,71,5,genom
11040,3,1,massmedia
11040,17,1,detta
11040,28,5,har
11041,703,8,numera
11041,1331,1,kommunerna
11041,34,6,från
11041,3,0,massmedia
11041,7,8,det
11041,28,8,har
11041,99,1,man
11041,1736,8,åtminstone
11041,499,1,sagt
11042,99,2,man
11042,699,2,stället
11042,1138,5,låter
11042,3,8,massmedia
11042,167,3,med
11042,54,5,den
11043,70,1,nyligen
11043,28,4,har
11043,405,9,varit
11043,3,1,massmedia
11043,406,1,hoppas
11043,98,4,jag
11043,897,1,sådant
11044,142,5,till
11044,196,8,pressen
11044,202,4,eller
11044,142,1,till
11044,113,8,andra
11044,58,8,media
11044,85,8,men
11044,7,4,det
11044,215,0,var
11045,137,1,vilket
11045,172,0,via
11045,3,1,massmedia
11045,142,1,till
11045,149,8,allmänheten
11045,280,8,samma
11045,919,0,kom
11046,242,0,fråga
11046,716,9,dagligen
11046,189,0,får
11046,3,3,massmedia
11046,190,0,höra
11046,25,3,och
11046,6,9,att
11046,345,6,myndigheter
11047,115,5,kunnat
11047,521,3,dem
11047,3,5,massmedia
11047,28,2,har
11047,640,2,kanske
11047,467,2,åtgärder
11047,46,2,för
11048,564,4,talman
11048,7,2,det
11048,453,7,talas
11048,74,4,ofta
11048,3,4,massmedia
11048,1603,0,socialdemokraterna
11048,25,9,och
11048,1742,2,vpk
11048,38,6,som
11049,368,7,skylla
11049,438,1,sitt
11049,3,3,massmedia
11049,34,4,från
11050,160,7,varje
11050,161,0,dag
11050,3,9,massmedia
11050,167,1,med
11050,949,1,bilder
11050,25,0,och
11050,954,0,berättelser
11051,28,6,har
11051,3,9,massmedia
11051,32,0,uttalat
11051,6,3,att
11051,30,8,han
11051,1002,3,förts
11051,1450,6,bakom
11052,68,1,utgör
11052,1,7,enligt
11052,91,8,uppgift
11052,3,7,massmedia
11052,162,1,vill
11052,46,9,för
11053,494,1,bakgrund
11053,143,3,vissa
11053,2,4,uppgifter
11053,3,4,massmedia
11053,531,4,rörande
11054,99,9,man
11054,189,4,får
11054,820,8,tro
11054,3,7,massmedia
11054,7,9,det
11054,418,8,således
11054,242,9,fråga
11055,38,2,som
11055,28,9,har
11055,405,4,varit
11055,213,6,föremål
11055,46,0,för
11055,120,4,massmediernas
11055,25,7,och
11055,789,2,allmänhetens
11055,211,4,uppmärksamhet
11055,26,2,senaste
11056,142,1,till
11056,25,2,och
11056,20,6,när
11056,3,6,massmedia
11056,183,6,någon
11056,612,8,gång
11056,250,8,positiva
11056,532,2,ordalag
11057,344,9,såväl
11057,148,9,bland
11057,149,4,allmänheten
11057,38,9,som
11057,3,2,massmedia
11057,28,2,har
11057,25,9,och
11058,28,2,har
11058,152,9,senare
11058,56,9,tid
11058,3,5,massmedia
11058,343,2,uppmärksammats
11058,143,6,vissa
11058,320,3,inom
11058,1602,2,rättsväsendet
11059,610,5,bättre
11059,1315,8,litteratur
11059,25,4,och
11059,3,1,massmedia
11059,759,5,vår
11059,1290,4,kunskap
11059,25,8,och
11060,40,8,företag
11060,563,8,herr
11060,564,0,talman
11060,172,5,via
11060,3,8,massmedia
11060,28,6,har
11060,171,4,industriministern
11060,119,4,under
11060,466,4,hösten
11061,7,6,det
11061,629,5,fria
11061,1388,6,ordet
11061,25,6,och
11061,46,5,för
11061,35,3,massmedias
11061,629,5,fria
11061,185,9,rätt
11061,6,5,att
11061,983,7,verka
11061,38,7,som
11062,38,5,som
11062,547,9,råder
11062,28,0,har
11062,57,2,cirkulerat
11062,3,2,massmedia
11062,82,1,här
11062,28,2,har
11062,7,1,det
11062,615,1,mest
11063,38,3,som
11063,1038,4,ligger
11063,156,7,över
11063,521,9,dem
11063,71,7,genom
11063,3,5,massmedia
11063,25,4,och
11063,71,5,genom
11063,7,7,det
11063,261,3,kommersiella
11063,1211,5,utbud
11064,331,5,sådana
11064,7,2,det
11064,215,2,var
11064,997,2,snarare
11064,3,7,massmedia
11064,38,1,som
11064,226,5,mig
11064,6,2,att
11065,21,0,gäller
11065,70,3,nyligen
11065,1156,4,redovisades
11065,3,0,massmedia
11065,1110,6,barns
11066,82,0,här
11066,117,9,riksdagen
11066,25,0,och
11066,3,4,massmedia
11066,25,9,och
11066,38,3,som
11066,1371,9,låt
11067,1612,9,chefen
11067,46,0,för
11067,582,3,tala
11067,3,2,massmedia
11067,25,0,och
11067,113,4,andra
11067,18,4,sammanhang
11068,242,9,fråga
11068,14,7,ett
11068,15,7,medium
11068,38,2,som
11068,195,7,vad
11069,237,0,ytterligare
11069,242,1,fråga
11069,7,0,det
11069,21,0,gäller
11069,526,7,mediernas
11069,520,0,betydelse
11069,46,0,för
11069,366,6,radio
11069,25,0,och
11070,38,7,som
11070,640,0,kanske
11070,759,3,vår
11070,1302,7,viktigaste
11070,745,7,massmedium
11070,25,7,och
11070,429,4,borde
11070,247,7,vara
11070,672,7,vårt
11070,615,7,mest
11071,1073,7,ökar
11071,311,7,propositionen
11071,584,7,därför
11071,1245,7,mediets
11071,587,7,mer
11071,195,8,vad
11071,38,3,som
11072,199,0,möjligheter
11072,38,7,som
11072,134,6,nya
11072,58,6,media
11072,1680,6,erbjuder
11072,51,7,inte
11072,136,6,ser
11073,419,7,informationen
11073,717,7,förmedlas
11073,71,3,genom
11073,231,7,dessa
11073,135,7,medier
11073,167,7,med
11073,210,7,stor
11073,540,7,genomslagskraft
11073,321,7,televisionen
11073,270,7,spelar
11074,38,9,som
11074,28,9,har
11074,3,9,massmedia
11074,23,6,sveriges
11075,1741,6,verklighet
11075,38,9,som
11075,58,9,media
11075,25,2,och
11075,1242,7,personal
11075,615,0,mest
11076,1346,4,möter
11076,267,2,problemen
