doc,w,target,pos,year,mop_id,file_path,lemmas,gender,party_abbrev,z
8500,om betydelsen av forskning rörande massmedia men radioutredningens förslag till forskningsstrategi,massmedia,5,1970,alvar_martensson_9c4585,../riksdagen-corpus/corpus/1970/prot-1970-höst-fk--42.xml,mass,man,S,2
8501,om betydelsen av forskning rörande massmedia även om utskottsmajoriteten delar min,massmedia,5,1970,alvar_martensson_9c4585,../riksdagen-corpus/corpus/1970/prot-1970-höst-fk--42.xml,mass,man,S,2
8502,generationers ungdom och dessutom genom massmedia har skaffat sig större insikt,massmedia,5,1970,gabriel_romanus_561da4,../riksdagen-corpus/corpus/1970/prot-1970--ak--11.xml,mass,man,L,1
8503,till politiska debattfora och i massmedia slungat ut de mest groteska,massmedia,5,1970,karl_boo_a1349d,../riksdagen-corpus/corpus/1970/prot-1970--ak--11.xml,mass,man,C,1
8504,på det sättet eller har massmedia underlåtit att ge oss den,massmedia,5,1970,per_bergman_14cf91,../riksdagen-corpus/corpus/1970/prot-1970--ak--11.xml,mass,man,S,4
8505,uttalande inte någon gång har massmedia talat om hur statsrådet geijer,massmedia,5,1970,per_bergman_14cf91,../riksdagen-corpus/corpus/1970/prot-1970--ak--11.xml,mass,man,S,2
8506,pågående hjälpaktioner i bl a massmedia visar detta med stor tydlighet,massmedia,5,1970,eric_nelander_a4e5e7,../riksdagen-corpus/corpus/1970/prot-1970--ak--10.xml,mass,man,L,2
8507,föremål för publicering i våra massmedia och uppgifterna har icke dementerats,massmedia,5,1970,ingvar_carlsson_minister_1969,../riksdagen-corpus/corpus/1970/prot-1970--ak--10.xml,mass,,,2
8508,terskador och genetiska skador i massmedia har i några uppmärksammade fall,massmedia,5,1970,cecilia_nettelbrandt_ce929a,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--32.xml,mass,woman,L,1
8509,skräckpropaganda som således pågår i massmedia av olika slag snarast ersätts,massmedia,5,1970,ake_polstam_ba5eae,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--41.xml,mass,man,C,1
8510,vi fått dessa uttalanden genom massmedias förmedling vill jag tillägga har,massmedias,5,1970,lennart_geijer_minister_1969,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--41.xml,mass,,,4
8511,debattörer både här och i massmedia skjuter över målet och tar,massmedia,5,1970,einar_henningsson_ad8b84,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--41.xml,mass,man,S,1
8512,då hade börjat diskuteras i massmedia framför allt på grund av,massmedia,5,1970,einar_henningsson_ad8b84,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--41.xml,mass,man,S,2
8513,en sådan kampanj i våra massmedia bl a i radio och,massmedia,5,1970,gunvor_ryding_f35f72,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--41.xml,mass,woman,V,1
8514,kunna utnyttja tv och andra massmedia i större utsträckning och på,massmedia,5,1970,lars_schott_01042c,../riksdagen-corpus/corpus/1970/prot-1970--fk--13.xml,mass,man,M,1
8515,ständigt växlande former via olika media härför krävs emellertid ökade resurser,media,5,1970,ingrid_segerstedt-wiberg_a05d0c,../riksdagen-corpus/corpus/1970/prot-1970--fk--13.xml,medi,woman,L,1
8516,propaganda som når hemmen via massmedia så att föräldrarna blir ordentligt,massmedia,5,1970,birger_andersson_64108c,../riksdagen-corpus/corpus/1970/prot-1970--fk--13.xml,mass,man,S,1
8517,håll påverkats av uppgifter i massmedia om de kommande bestämmelserna i,massmedia,5,1970,hans_wachtmeister_2acebe,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--42.xml,mass,man,M,2
8518,till forskningsstrategi när det gäller massmedia faktiskt ännu inte alls har,massmedia,5,1970,stig_alemyr_fc7e05,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--42.xml,mass,man,S,2
8519,bara den sortens påverkan av massmedia som behöver belysas utan framför,massmedia,5,1970,stig_alemyr_fc7e05,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--42.xml,mass,man,S,4
8520,kritiskt ta emot och behandla massmedias budskap vidare är en väsentlig,massmedias,5,1970,stig_alemyr_fc7e05,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--42.xml,mass,man,S,3
8521,har uttryckt det civilförsvar mot massmedia den kunskapen måste förmedlas av,massmedia,5,1970,stig_alemyr_fc7e05,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--42.xml,mass,man,S,1
8522,någon som helst undervisning om massmedia i skolan och bara har,massmedia,5,1970,stig_alemyr_fc7e05,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--42.xml,mass,man,S,2
8523,inom televisionen än inom äldre massmedia måste vi därvid i extra,massmedia,5,1970,stig_alemyr_fc7e05,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--42.xml,mass,man,S,3
8524,om betydelsen av forskning rörande massmedia herr talman jag hoppas att,massmedia,5,1970,stig_alemyr_fc7e05,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--42.xml,mass,man,S,2
8525,av frågan om forskningen rörande massmedia starkare än hittills i fortsättningen,massmedia,5,1970,stig_alemyr_fc7e05,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--42.xml,mass,man,S,4
8526,dessutom i material som tillställts massmedia lämnat information till allmänheten beträffande,massmedia,5,1970,eskil_tistad_278a64,../riksdagen-corpus/corpus/1970/prot-1970-höst-fk--33.xml,mass,man,L,1
8527,så får säga stimuleras av massmedia vilket i och för sig,massmedia,5,1970,per_jacobsson_4c7ceb,../riksdagen-corpus/corpus/1970/prot-1970--fk--11.xml,mass,man,L,3
8528,sådana här tendenser får genom massmedia på lång sikt kan den,massmedia,5,1970,birger_andersson_64108c,../riksdagen-corpus/corpus/1970/prot-1970--fk--11.xml,mass,man,S,1
8529,alltför stort utrymme i våra massmedia det var i detta sammanhang,massmedia,5,1970,nils-eric_gustafsson_14d1f4,../riksdagen-corpus/corpus/1970/prot-1970--fk--11.xml,mass,man,C,1
8530,röstberättigade den politiska informationen i massmedia press radio och tv har,massmedia,5,1970,torsten_hansson_d7e665,../riksdagen-corpus/corpus/1970/prot-1970--fk--11.xml,mass,man,S,1
8531,skolundervisningen utvecklingen av kommunikationerna särskilt massmedia som har fört alla medborgare,massmedia,5,1970,torsten_hansson_d7e665,../riksdagen-corpus/corpus/1970/prot-1970--fk--11.xml,mass,man,S,2
8532,information som ägt rum via massmedia har varit betydligt mera omfattande,massmedia,5,1970,astrid_kristensson_17f0df,../riksdagen-corpus/corpus/1970/prot-1970--ak--8.xml,mass,woman,M,2
8533,inte minst i de olika media som vi kommer i kontakt,media,5,1970,daniel_wiklund_35cfe5,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--43.xml,medi,man,L,4
8534,en skenbart ointressant bakgrund till massmedias skildring av damernas dock icke,massmedias,5,1970,unknown,../riksdagen-corpus/corpus/1970/prot-1970--fk--28.xml,mass,,,3
8535,skall kommunicera med dem via massmedia och han anser det självklart,massmedia,5,1970,arvid_anneras_4f6635,../riksdagen-corpus/corpus/1970/prot-1970--fk--29.xml,mass,man,L,4
8536,följt med i press och massmedia det verkar som om man,massmedia,5,1970,sven_mellqvist_b675d9,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--46.xml,mass,man,S,2
8537,starkt bidragit till att minska massmedias intresse för riksdagens beslut och,massmedias,5,1970,tage_erlander_1f16cf,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--46.xml,mass,man,S,3
8538,på att överföras till adb medium liksom när det gäller statistiksekretessen,medium,5,1970,unknown,../riksdagen-corpus/corpus/1970/prot-1970-höst-fk--35.xml,medi,,,3
8539,en ständig debatt i olika media och den visar inga tecken,media,5,1970,paul_brundin_deba6d,../riksdagen-corpus/corpus/1970/prot-1970-höst-fk--35.xml,medi,man,M,2
8540,vi talar om reklamfinansiering av massmedia säger man alltid från motståndarnas,massmedia,5,1970,unknown,../riksdagen-corpus/corpus/1970/prot-1970--fk--17.xml,mass,,,4
8541,exempelvis frågan om våld i massmedia om barnprogrammens karaktär och annat,massmedia,5,1970,kaj_bjork_c8c2b5,../riksdagen-corpus/corpus/1970/prot-1970--fk--17.xml,mass,man,S,2
8542,för litet under fjolåret i massmedia radio tv och tidningar kommer,massmedia,5,1970,johan_a_olsson_44edce,../riksdagen-corpus/corpus/1970/prot-1970--fk--16.xml,mass,man,C,1
8543,hade faktiskt till tt och massmedia överlämnat ctt referat av vad,massmedia,5,1970,unknown,../riksdagen-corpus/corpus/1970/prot-1970-höst-fk--34.xml,mass,,,2
8544,som livligt har diskuterats i massmedia och som också förts fram,massmedia,5,1970,bo_skarman_27d447,../riksdagen-corpus/corpus/1970/prot-1970-höst-fk--34.xml,mass,man,L,2
8545,är väl den person som massmedia oftast vänder sig till ty,massmedia,5,1970,egon_andreasson_84b712,../riksdagen-corpus/corpus/1970/prot-1970-höst-fk--34.xml,mass,man,C,1
8546,begäran att vi skulle om massmedias inverkan på barns fostran i,massmedias,5,1970,jan-erik_wikstrom_c42e70,../riksdagen-corpus/corpus/1970/prot-1970-höst-fk--39.xml,mass,,,4
8547,utskottet skrivit jäs nej om massmedias inverkan på barns fostran i,massmedias,5,1970,jan-erik_wikstrom_c42e70,../riksdagen-corpus/corpus/1970/prot-1970-höst-fk--39.xml,mass,,,4
8548,barns fostran i hemmet om massmedias inverkan på barns fostran i,massmedias,5,1970,jan-erik_wikstrom_c42e70,../riksdagen-corpus/corpus/1970/prot-1970-höst-fk--39.xml,mass,,,4
8549,allmänna beredningsutskottets utlåtande nr angående massmedias inverkan på barns fostran i,massmedias,5,1970,unknown,../riksdagen-corpus/corpus/1970/prot-1970-höst-fk--39.xml,mass,,,3
8550,en sådan uppläggning av om massmedias inverkan på barns fostran i,massmedias,5,1970,unknown,../riksdagen-corpus/corpus/1970/prot-1970-höst-fk--39.xml,mass,,,4
8551,utskottet har ägnat frågan om massmedias inverkan på barns fostran en,massmedias,5,1970,rune_hedlund_9c5072,../riksdagen-corpus/corpus/1970/prot-1970-höst-fk--39.xml,mass,man,S,4
8552,för de ungas normbild om massmedias inverkan på barns fostran i,massmedias,5,1970,rune_hedlund_9c5072,../riksdagen-corpus/corpus/1970/prot-1970-höst-fk--39.xml,mass,man,S,3
8553,en utredning i fråga om massmedias inverkan på barnen jag tycker,massmedias,5,1970,rune_hedlund_9c5072,../riksdagen-corpus/corpus/1970/prot-1970-höst-fk--39.xml,mass,man,S,4
8554,och ungdomar skall tillgodoses av massmedia på de kristna och etiska,massmedia,5,1970,rune_hedlund_9c5072,../riksdagen-corpus/corpus/1970/prot-1970-höst-fk--39.xml,mass,man,S,3
8555,förekommer i tv och andra massmedia får tyvärr de negativa dragen,massmedia,5,1970,bertil_strandberg_2d78e0,../riksdagen-corpus/corpus/1970/prot-1970--fk--27.xml,mass,man,M,1
8556,om reglering av yttrandefriheten i massmedia direktiven går ut på att,massmedia,5,1970,unknown,../riksdagen-corpus/corpus/1970/prot-1970--fk--27.xml,mass,,,4
8557,i grundlagen av yttrandefriheten i massmedia mm det framhålles där att,massmedia,5,1970,lars_schott_01042c,../riksdagen-corpus/corpus/1970/prot-1970--fk--27.xml,mass,man,M,2
8558,televisionen som väl är det medium som de flesta tar del,medium,5,1970,sven_gustafson_082942,../riksdagen-corpus/corpus/1970/prot-1970--ak--2.xml,medi,man,L,3
8559,synnerligen beklagligt att företrädare för massmedia uppmuntrar de strejkande arbetarnas företrädare,massmedia,5,1970,c-h_hermansson_e8a1b4,../riksdagen-corpus/corpus/1970/prot-1970--ak--2.xml,mass,man,V,1
8560,men i hög grad även massmedias företrädare,massmedias,5,1970,c-h_hermansson_e8a1b4,../riksdagen-corpus/corpus/1970/prot-1970--ak--2.xml,mass,man,V,4
8561,en viss tidning i ett massmedium med enormt mycket större genomslagskraft,massmedium,5,1970,bo_martinsson_9bb33b,../riksdagen-corpus/corpus/1970/prot-1970--ak--2.xml,mass,man,S,3
8562,att jag talade om olika massmedias reaktioner vi vet ju också,massmedias,5,1970,cecilia_nettelbrandt_ce929a,../riksdagen-corpus/corpus/1970/prot-1970--ak--2.xml,mass,woman,L,4
8563,att det är mera suggestiva massmedia än tidningspressen som har gjort,massmedia,5,1970,cecilia_nettelbrandt_ce929a,../riksdagen-corpus/corpus/1970/prot-1970--ak--2.xml,mass,woman,L,2
8564,genom sitt större inflytande över massmedia har möjlighet att påverka opinionen,massmedia,5,1970,torsten_fredriksson_2fc3b2,../riksdagen-corpus/corpus/1970/prot-1970--ak--2.xml,mass,man,S,2
8565,har framförts framför allt i massmedia och det är naturligtvis i,massmedia,5,1970,johannes_antonsson_ca916b,../riksdagen-corpus/corpus/1970/prot-1970--ak--2.xml,mass,man,C,1
8566,fram i pressen och övriga massmedia för att inget missförstånd skall,massmedia,5,1970,johannes_antonsson_ca916b,../riksdagen-corpus/corpus/1970/prot-1970--ak--2.xml,mass,man,C,4
8567,folket genom television och andra massmedia under lång tid fått en,massmedia,5,1970,evert_svensson_8c19c9,../riksdagen-corpus/corpus/1970/prot-1970--ak--2.xml,mass,man,S,1
8568,som den förts både i massmedia alltså tv radio och press,massmedia,5,1970,thorvald_kallstad_142f73,../riksdagen-corpus/corpus/1970/prot-1970--ak--2.xml,mass,man,L,2
8569,allt livligare inte bara i massmedia utan också man och man,massmedia,5,1970,rune_gustavsson_55b282,../riksdagen-corpus/corpus/1970/prot-1970--ak--2.xml,mass,man,C,4
8570,debatt i tidningar och andra massmedia om svenskt bistånd om biståndets,massmedia,5,1970,arne_persson_881560,../riksdagen-corpus/corpus/1970/prot-1970--ak--3.xml,mass,man,C,1
8571,kommer fram i reklam och massmedia den livsåskådning som är knuten,massmedia,5,1970,unknown,../riksdagen-corpus/corpus/1970/prot-1970--ak--3.xml,mass,,,2
8572,exempel den borde ha fått massmedia press och film radio och,massmedia,5,1970,sven_ekstrom_48caa1,../riksdagen-corpus/corpus/1970/prot-1970--ak--3.xml,mass,man,S,1
8573,samhällsattityden men utan tvivel spelar massmedia där en oerhört stor roll,massmedia,5,1970,olle_ostrand_80acdb,../riksdagen-corpus/corpus/1970/prot-1970--ak--3.xml,mass,man,S,3
8574,samhällsattityder och förhållningssätt som dessa massmedia utövar jag har vid flera,massmedia,5,1970,olle_ostrand_80acdb,../riksdagen-corpus/corpus/1970/prot-1970--ak--3.xml,mass,man,S,2
8575,visar att detta är möjligt massmedia särskilt tv har en oerhörd,massmedia,5,1970,olle_ostrand_80acdb,../riksdagen-corpus/corpus/1970/prot-1970--ak--3.xml,mass,man,S,1
8576,ej ut till alla målsmän massmedia skulle här kunna göra en,massmedia,5,1970,gunnar_hyltander_958036,../riksdagen-corpus/corpus/1970/prot-1970--ak--3.xml,mass,man,L,1
8577,gäller teater tv eller andra massmedia jag kan inte tolka denna,massmedia,5,1970,lars_schott_01042c,../riksdagen-corpus/corpus/1970/prot-1970--fk--30.xml,mass,man,M,3
8578,genom våra invandrare genom våra massmedier och genom att vi fått,massmedier,5,1970,lars_schott_01042c,../riksdagen-corpus/corpus/1970/prot-1970--fk--30.xml,mass,man,M,1
8579,nödvändiga för att täcka alla medier jag kan tillägga att för,medier,5,1970,lars_schott_01042c,../riksdagen-corpus/corpus/1970/prot-1970--fk--30.xml,medi,man,M,4
8580,tagit med andra framställningsformer och massmedia vi anser inte att det,massmedia,5,1970,lars_schott_01042c,../riksdagen-corpus/corpus/1970/prot-1970--fk--30.xml,mass,man,M,4
8581,kallas en allmän frihetsförordning för massmedia men man föregriper ju en,massmedia,5,1970,unknown,../riksdagen-corpus/corpus/1970/prot-1970--fk--30.xml,mass,,,4
8582,i skrift bild eller andra media som han vill ta del,media,5,1970,ingrid_segerstedt-wiberg_a05d0c,../riksdagen-corpus/corpus/1970/prot-1970--fk--30.xml,medi,woman,L,1
8583,beträffande vårt största informationsmedium det medium som har den största genomslagskraften,medium,5,1970,joel_sorenson_d4aaa0,../riksdagen-corpus/corpus/1970/prot-1970--fk--30.xml,medi,man,L,3
8584,senare tillfälle men även de media som står filmen nära nämligen,media,5,1970,gudmund_ernulf_4906c6,../riksdagen-corpus/corpus/1970/prot-1970--fk--30.xml,medi,man,L,3
8585,förekommer inom denna del av massmedia när denna motion lämnades kom,massmedia,5,1970,yngve_moller_e9be27,../riksdagen-corpus/corpus/1970/prot-1970--fk--30.xml,mass,man,S,3
8586,åsiktsindustrin nu satsar på andra media på detta område det är,media,5,1970,yngve_moller_e9be27,../riksdagen-corpus/corpus/1970/prot-1970--fk--30.xml,medi,man,S,4
8587,det framgår att yttrandefriheten i massmedia skall beredas så fullständigt och,massmedia,5,1970,yngve_moller_e9be27,../riksdagen-corpus/corpus/1970/prot-1970--fk--30.xml,mass,man,S,2
8588,man upprepade gånger pekar på massmedias frihet vi motionärer vill tala,massmedias,5,1970,yngve_moller_e9be27,../riksdagen-corpus/corpus/1970/prot-1970--fk--30.xml,mass,man,S,4
8589,en annan part i sammanhanget massmedia är den ena parten och,massmedia,5,1970,yngve_moller_e9be27,../riksdagen-corpus/corpus/1970/prot-1970--fk--30.xml,mass,man,S,2
8590,ske mot bakgrunden av både massmedias frihet och allmänhetens krav på,massmedias,5,1970,yngve_moller_e9be27,../riksdagen-corpus/corpus/1970/prot-1970--fk--30.xml,mass,man,S,3
8591,pressombudsman med uppgift att bevaka massmedia samtidigt som man i grundlagen,massmedia,5,1970,sture_palm_5baeb2,../riksdagen-corpus/corpus/1970/prot-1970--fk--30.xml,mass,man,S,2
8592,de tekniska skillnaderna mellan olika massmedia var så stora att man,massmedia,5,1970,sture_palm_5baeb2,../riksdagen-corpus/corpus/1970/prot-1970--fk--30.xml,mass,man,S,2
8593,och yrkeskodexen som kan ge massmedia det skarpslipade instrument till självsanering,massmedia,5,1970,unknown,../riksdagen-corpus/corpus/1970/prot-1970--fk--30.xml,mass,,,1
8594,folk eller andra representanter för massmedia har något att invända mot,massmedia,5,1970,jan-erik_wikstrom_c42e70,../riksdagen-corpus/corpus/1970/prot-1970--fk--30.xml,mass,,,4
8595,de statliga myndigheterna och dessa massmedia det finns flera vägar att,massmedia,5,1970,elvy_olsson_017d1c,../riksdagen-corpus/corpus/1970/prot-1970--fk--19.xml,mass,woman,C,1
8596,har slagit igenom mest i massmedia och som av allt att,massmedia,5,1970,sven_nyman_51a40b,../riksdagen-corpus/corpus/1970/prot-1970--fk--19.xml,mass,man,L,1
8597,inte ofta som den lockar massmedia att ta upp den till,massmedia,5,1970,per_jacobsson_4c7ceb,../riksdagen-corpus/corpus/1970/prot-1970--fk--19.xml,mass,man,L,2
8598,är så förfärligt många gånger massmedia har tyckt att bostadsdebatterna här,massmedia,5,1970,per_jacobsson_4c7ceb,../riksdagen-corpus/corpus/1970/prot-1970--fk--19.xml,mass,man,L,4
8599,nu ser ut och som media av olika slag arbetar med,media,5,1970,john_ericsson_9ece68,../riksdagen-corpus/corpus/1970/prot-1970--fk--25.xml,medi,man,S,1
8600,det går inte att åberopa massmedia inte en rad blir skriven,massmedia,5,1970,gosta_bohman_90c3d4,../riksdagen-corpus/corpus/1970/prot-1970--fk--25.xml,mass,man,M,3
8601,bevakning av press och övriga massmedia en önskan att öka allmänhetens,massmedia,5,1970,unknown,../riksdagen-corpus/corpus/1970/prot-1970--fk--25.xml,mass,,,1
8602,till återlån dagens rapport i massmedia om ytterligare skärpta kreditrestriktioner för,massmedia,5,1970,nils_stahle_cbda52,../riksdagen-corpus/corpus/1970/prot-1970--fk--21.xml,mass,man,S,2
8603,utbildningsminister med benägen medverkan av massmedia hoppas jag att den skall,massmedia,5,1970,alf_wennerfors_7a118f,../riksdagen-corpus/corpus/1970/prot-1970--ak--5.xml,mass,man,M,3
8604,debatt i pressen och andra massmedia upprördheten har varit stor på,massmedia,5,1970,ivar_virgin_4a32b1,../riksdagen-corpus/corpus/1970/prot-1970--fk--22.xml,mass,man,M,1
8605,etiopien blivit infamt påpassade av massmedia några av oss har i,massmedia,5,1970,ivar_virgin_4a32b1,../riksdagen-corpus/corpus/1970/prot-1970--fk--22.xml,mass,man,M,3
8606,för det stora flertalet människor massmedia rapporterar inte om dem ibland,massmedia,5,1970,sven_gustafson_082942,../riksdagen-corpus/corpus/1970/prot-1970--ak--21.xml,mass,man,L,4
8607,har vi herr talman i massmedia och på annat sätt fått,massmedia,5,1970,yngve_holmberg_c71fc8,../riksdagen-corpus/corpus/1970/prot-1970--ak--21.xml,mass,man,M,2
8608,ting har press och andra massmedia av någon outgrundlig anledning inte,massmedia,5,1970,gunnar_hedlund_2611ae,../riksdagen-corpus/corpus/1970/prot-1970--ak--21.xml,mass,man,C,1
8609,nämligen fog för att ifrågasätta massmedias sätt dels att till allmänheten,massmedias,5,1970,birgitta_dahl_b773d6,../riksdagen-corpus/corpus/1970/prot-1970--ak--21.xml,mass,woman,S,4
8610,finner vi inte i våra massmedia hur detta skall uppfattas av,massmedia,5,1970,birgitta_dahl_b773d6,../riksdagen-corpus/corpus/1970/prot-1970--ak--21.xml,mass,woman,S,4
8611,även där liksom också i massmedia som såvitt jag vet inte,massmedia,5,1970,per_petersson_66e593,../riksdagen-corpus/corpus/1970/prot-1970--ak--22.xml,mass,man,M,4
8612,sedan att oppositionen inte dirigerar massmedia ändå var ett understatement i,massmedia,5,1970,per_petersson_66e593,../riksdagen-corpus/corpus/1970/prot-1970--ak--22.xml,mass,man,M,2
8613,rapporter som har lämnats i massmedia tveksamheten har även spritt sig,massmedia,5,1970,sven_aspling_minister_1969,../riksdagen-corpus/corpus/1970/prot-1970--ak--23.xml,mass,,,2
8614,negativa rapporter som framkommit genom massmedia ännu mer betänksam socialminister aspling,massmedia,5,1970,sven_aspling_minister_1969,../riksdagen-corpus/corpus/1970/prot-1970--ak--23.xml,mass,,,2
8615,att alla tillgängliga resurser inom massmedia skolundervisning organisationsverksamhet osv utnyttjas tillräckligt,massmedia,5,1970,rune_johansson_bed710,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--39.xml,mass,man,S,2
8616,arbetet med en fysisk riksplane massmedias inverkan på barns fostran i,massmedias,5,1970,ivar_johansson_ce37cb,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--39.xml,mass,man,C,4
8617,utskottets utlåtande nr som gäller massmedias inverkan på barns fostran i,massmedias,5,1970,bengt_wiklund_77f7f4,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--39.xml,mass,man,S,3
8618,skall begränsa mina synpunkter till massmedia och då särskilt tv som,massmedia,5,1970,bengt_wiklund_77f7f4,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--39.xml,mass,man,S,1
8619,många som uppfattar deras förekomst massmedias inverkan på barns fostran i,massmedias,5,1970,bengt_wiklund_77f7f4,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--39.xml,mass,man,S,4
8620,från de olika former av media som finns i dagens samhälle,media,5,1970,ivar_johansson_ce37cb,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--39.xml,medi,man,C,1
8621,när frågan om dess pro massmedias inverkan på barns fostran i,massmedias,5,1970,ivar_johansson_ce37cb,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--39.xml,mass,man,C,4
8622,inte i första hand gäller massmedias inverkan på barns fostran i,massmedias,5,1970,ivar_johansson_ce37cb,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--39.xml,mass,man,C,4
8623,av avtal med staten bundna massmedia att även barn genom massmedia,massmedia,5,1970,ivar_johansson_ce37cb,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--39.xml,mass,man,C,1
8624,massmedia att även barn genom massmedia och skolan utsätts för ett,massmedia,5,1970,ivar_johansson_ce37cb,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--39.xml,mass,man,C,1
8625,programverksamheten i sin nuvarande utformning massmedias inverkan på barns fostran i,massmedias,5,1970,ivar_johansson_ce37cb,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--39.xml,mass,man,C,3
8626,nog dagligen blir vi i massmedia påminda om den fruktansvärda katastrof,massmedia,5,1970,gunnar_sträng_minister_1969,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--39.xml,mass,,,1
8627,punkten det är inte bara massmedia som följer dessa frågor de,massmedia,5,1970,carl_lidbom_minister_1969,../riksdagen-corpus/corpus/1970/prot-1970-höst-ak--39.xml,mass,,,1
8628,att uppgifterna i tidningar och massmedia ofta är överdrivna det är,massmedia,5,1970,astrid_kristensson_17f0df,../riksdagen-corpus/corpus/1970/prot-1970--ak--27.xml,mass,woman,M,2
8629,liksom i tidningar och övriga massmedia märker man att den är,massmedia,5,1970,torsten_gustafsson_f5c8b7,../riksdagen-corpus/corpus/1970/prot-1970--ak--27.xml,mass,man,C,1
8630,lämnas genom broschyrer tidningar eller massmedia och som kan medföra ekonomisk,massmedia,5,1970,erik_tobe_01aea5,../riksdagen-corpus/corpus/1970/prot-1970--ak--27.xml,mass,man,L,1
8631,man har blivit misstolkad i massmedia hur ofta skulle vi inte,massmedia,5,1970,lars-ingvar_sorenson_22f984,../riksdagen-corpus/corpus/1970/prot-1970--ak--26.xml,mass,man,S,2
8632,bla därav att man i massmedia hade råkat missuppfatta vad som,massmedia,5,1970,olof_palme_minister_1969,../riksdagen-corpus/corpus/1970/prot-1970--ak--26.xml,mass,,,4
8633,pressens men därutöver också andra massmedias verksamhet motionerna i ämnet av,massmedias,5,1970,bernt_nilsson_256824,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,S,4
8634,av grundläggande normer för olika media såsom radio tv och film,media,5,1970,bernt_nilsson_256824,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,medi,man,S,2
8635,i grundlag av yttrandefriheten i massmedia m m direktiven har vi,massmedia,5,1970,bernt_nilsson_256824,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,S,2
8636,detta är en fråga om massmedias skyldighet att också vidtaga rättelser,massmedias,5,1970,bernt_nilsson_256824,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,S,3
8637,den betydelse som de stora massmedia press radio television och film,massmedia,5,1970,bernt_nilsson_256824,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,S,1
8638,med ett större ansvarstagande från massmedias sida och en klar front,massmedias,5,1970,bernt_nilsson_256824,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,S,3
8639,motionärerna framhåller att det inom massmedia förekommer rätt flagranta missförhållanden saken,massmedia,5,1970,bengt_gustavsson_a94e01,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,S,2
8640,som småpojkar inför en lärare massmedia över huvud taget har mycket,massmedia,5,1970,bengt_gustavsson_a94e01,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,S,3
8641,man kan ifrågasätta objektiviteten hos massmedia den tycks i dag många,massmedia,5,1970,bengt_gustavsson_a94e01,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,S,4
8642,typiskt exempel på överspel från massmedias sida självklart var det många,massmedias,5,1970,bengt_gustavsson_a94e01,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,S,3
8643,är man ej intresserad från massmedias sida det är uppenbart att,massmedias,5,1970,bengt_gustavsson_a94e01,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,S,3
8644,var slutna ville tidningar och massmedia att man inte skulle bry,massmedia,5,1970,bengt_gustavsson_a94e01,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,S,4
8645,något helt annat än vad massmedia hade pläderat för jag betraktar,massmedia,5,1970,bengt_gustavsson_a94e01,../riksdagen-corpus/corpus/1970/prot-1970--ak--30.xml,mass,man,S,1
